C1_00010W_A	C1_00010W_B
CR_05210W_A	CR_05210W_B
CR_05220C_A	CR_05220C_B
CR_05250C_A	CR_05250C_B
CR_05260C_A	CR_05260C_B
CR_05270W_A	CR_05270W_B
CR_05280W_A	CR_05280W_B
CR_05290W_A	CR_05290W_B
CR_05300C_A	CR_05300C_B
CR_05310W_A	CR_05310W_B
CR_05320C_A	CR_05320C_B
CR_05330W_A	CR_05330W_B
CR_05340C_A	CR_05340C_B
CR_05360C_A	CR_05360C_B
CR_05380C_A	CR_05380C_B
CR_05390W_A	CR_05390W_B
CR_05420W_A	CR_05420W_B
CR_05430W_A	CR_05430W_B
CR_05440W_A	CR_05440W_B
CR_05450C_A	CR_05450C_B
CR_05460W_A	CR_05460W_B
CR_05480W_A	CR_05480W_B
CR_05490W_A	CR_05490W_B
CR_05500C_A	CR_05500C_B
CR_05510W_A	CR_05510W_B
CR_05520W_A	CR_05520W_B
CR_05530C_A	CR_05530C_B
CR_05540C_A	CR_05540C_B
CR_05550C_A	CR_05550C_B
CR_05560W_A	CR_05560W_B
CR_05570C_A	CR_05570C_B
CR_05580C_A	CR_05580C_B
CR_05610C_A	CR_05610C_B
CR_05620C_A	CR_05620C_B
CR_05630W_A	CR_05630W_B
CR_05640C_A	CR_05640C_B
CR_05650W_A	CR_05650W_B
CR_05660W_A	CR_05660W_B
CR_05670C_A	CR_05670C_B
CR_05690W_A	CR_05690W_B
CR_05700C_A	CR_05700C_B
CR_05710C_A	CR_05710C_B
CR_05720W_A	CR_05720W_B
CR_05730C_A	CR_05730C_B
CR_05740C_A	CR_05740C_B
CR_05750W_A	CR_05750W_B
CR_05760C_A	CR_05760C_B
CR_05770W_A	CR_05770W_B
CR_05780W_A	CR_05780W_B
CR_05790C_A	CR_05790C_B
CR_05800C_A	CR_05800C_B
CR_05830C_A	CR_05830C_B
CR_05840W_A	CR_05840W_B
CR_05860W_A	CR_05860W_B
CR_05880W_A	CR_05880W_B
CR_05890C_A	CR_05890C_B
CR_05900W_A	CR_05900W_B
CR_05910W_A	CR_05910W_B
CR_05920C_A	CR_05920C_B
CR_05940W_A	CR_05940W_B
CR_05950C_A	CR_05950C_B
CR_05960W_A	CR_05960W_B
CR_05970C_A	CR_05970C_B
CR_05980W_A	CR_05980W_B
CR_05990C_A	CR_05990C_B
CR_06000W_A	CR_06000W_B
CR_06010W_A	CR_06010W_B
CR_06020W_A	CR_06020W_B
CR_06030C_A	CR_06030C_B
CR_06040W_A	CR_06040W_B
CR_06050W_A	CR_06050W_B
CR_06060W_A	CR_06060W_B
CR_06070W_A	CR_06070W_B
CR_06080W_A	CR_06080W_B
CR_06090W_A	CR_06090W_B
CR_06100C_A	CR_06100C_B
CR_06110C_A	CR_06110C_B
CR_06120W_A	CR_06120W_B
CR_06130C_A	CR_06130C_B
CR_06140W_A	CR_06140W_B
CR_06150C_A	CR_06150C_B
CR_06160C_A	CR_06160C_B
CR_06170W_A	CR_06170W_B
CR_06180W_A	CR_06180W_B
CR_06230W_A	CR_06230W_B
CR_06240C_A	CR_06240C_B
CR_06250W_A	CR_06250W_B
CR_06260W_A	CR_06260W_B
CR_06270W_A	CR_06270W_B
CR_06290C_A	CR_06290C_B
CR_06300C_A	CR_06300C_B
CR_06310W_A	CR_06310W_B
CR_06320C_A	CR_06320C_B
CR_06330C_A	CR_06330C_B
CR_06340C_A	CR_06340C_B
CR_06350C_A	CR_06350C_B
CR_06420W_A	CR_06420W_B
CR_06430W_A	CR_06430W_B
CR_06440C_A	CR_06440C_B
CR_06450W_A	CR_06450W_B
CR_06460W_A	CR_06460W_B
CR_06470W_A	CR_06470W_B
CR_06480C_A	CR_06480C_B
CR_06490C_A	CR_06490C_B
CR_06500C_A	CR_06500C_B
CR_06510W_A	CR_06510W_B
CR_06520C_A	CR_06520C_B
CR_06530W_A	CR_06530W_B
CR_06540W_A	CR_06540W_B
CR_06550C_A	CR_06550C_B
CR_06560C_A	CR_06560C_B
CR_06570C_A	CR_06570C_B
CR_06580W_A	CR_06580W_B
CR_06590C_A	CR_06590C_B
CR_06610W_A	CR_06610W_B
CR_06620W_A	CR_06620W_B
CR_06640C_A	CR_06640C_B
CR_06650C_A	CR_06650C_B
CR_06660W_A	CR_06660W_B	CR_06790C_B	CR_06790C_A
CR_06670W_A	CR_06670W_B
CR_06680C_A	CR_06680C_B
CR_06690C_A	CR_06690C_B
CR_06700C_A	CR_06700C_B
CR_06710C_A	CR_06710C_B
CR_06720W_A	CR_06720W_B
CR_06730W_A	CR_06730W_B
CR_06740W_A	CR_06740W_B
CR_06750C_A	CR_06750C_B
CR_06760C_A	CR_06760C_B
CR_06770C_A	CR_06770C_B
CR_06780W_A	CR_06780W_B
CR_06820W_A	CR_06820W_B
CR_06830C_A	CR_06830C_B
CR_06840W_A	CR_06840W_B
CR_06850C_A	CR_06850C_B
CR_06860C_A	CR_06860C_B
CR_06870C_A	CR_06870C_B
CR_06900C_A	CR_06900C_B
CR_06920W_A	CR_06920W_B
CR_06930W_A	CR_06930W_B
CR_06940W_A	CR_06940W_B
CR_06950C_A	CR_06950C_B
CR_06960W_A	CR_06960W_B
CR_06970C_A	CR_06970C_B
CR_06980W_A	CR_06980W_B
CR_06990W_A	CR_06990W_B
CR_07000C_A	CR_07000C_B
CR_07010W_A	CR_07010W_B
CR_07020W_A	CR_07020W_B
CR_07030C_A	CR_07030C_B
CR_07040W_A	CR_07040W_B
CR_07050C_A	CR_07050C_B
CR_07060C_A	CR_07060C_B
CR_07080W_A	CR_07080W_B
CR_07090W_A	CR_07090W_B
CR_07100W_A	CR_07100W_B
CR_07110C_A	CR_07110C_B
CR_07120C_A	CR_07120C_B
CR_07130C_A	CR_07130C_B
CR_07140C_A	CR_07140C_B	CR_07500W_A	CR_07500W_B
CR_07150W_A	CR_07150W_B	CR_07490C_B	CR_07490C_A
CR_07160C_A	CR_07160C_B	CR_07480W_B	CR_07480W_A
CR_07170W_A	CR_07170W_B
CR_07180W_A	CR_07180W_B
CR_07190W_A	CR_07190W_B	CR_07560W_B	CR_07560W_A
CR_07200W_A	CR_07200W_B
CR_07210W_A	CR_07210W_B
CR_07220C_A	CR_07220C_B
CR_07230W_A	CR_07230W_B
CR_07240C_A	CR_07240C_B
CR_07250C_A	CR_07250C_B
CR_07260C_A	CR_07260C_B
CR_07270C_A	CR_07270C_B
CR_07280W_A	CR_07280W_B
CR_07290W_A	CR_07290W_B
CR_07300W_A	CR_07300W_B
CR_07310W_A	CR_07310W_B
CR_07320C_A	CR_07320C_B
CR_07330W_A	CR_07330W_B
CR_07340C_A	CR_07340C_B
CR_07350W_A	CR_07350W_B
CR_07360W_A	CR_07360W_B
CR_07370W_A	CR_07370W_B
CR_07380C_A	CR_07380C_B
CR_07390C_A	CR_07390C_B
CR_07400C_A	CR_07400C_B
CR_07420W_A	CR_07420W_B
CR_07440W_A	CR_07440W_B
CR_07450C_A	CR_07450C_B
CR_07460C_A	CR_07460C_B
CR_07470W_A	CR_07470W_B
CR_07510W_A	CR_07510W_B
CR_07520C_A	CR_07520C_B
CR_07530C_A	CR_07530C_B
CR_07540C_A	CR_07540C_B
CR_07550C_A	CR_07550C_B
CR_07570W_A	CR_07570W_B
CR_07580C_A	CR_07580C_B
CR_07590W_A	CR_07590W_B
CR_07600W_A	CR_07600W_B
CR_07610C_A	CR_07610C_B
CR_07620W_A	CR_07620W_B
CR_07630C_A	CR_07630C_B
CR_07640C_A	CR_07640C_B
CR_07650W_A	CR_07650W_B
CR_07660C_A	CR_07660C_B
CR_07670W_A	CR_07670W_B
CR_07680C_A	CR_07680C_B
CR_07690W_A	CR_07690W_B
CR_07700W_A	CR_07700W_B
CR_07710W_A	CR_07710W_B
CR_07720C_A	CR_07720C_B
CR_07730W_A	CR_07730W_B
CR_07740W_A	CR_07740W_B
CR_07750C_A	CR_07750C_B
CR_07760W_A	CR_07760W_B
CR_07770C_A	CR_07770C_B
CR_07780W_A	CR_07780W_B
CR_07790C_A	CR_07790C_B
CR_07800W_A	CR_07800W_B
CR_07810W_A	CR_07810W_B
CR_07820W_A	CR_07820W_B
CR_07830C_A	CR_07830C_B
CR_07840C_A	CR_07840C_B
CR_07850W_A	CR_07850W_B
CR_07870W_A	CR_07870W_B
CR_07890W_A	CR_07890W_B
CR_07900C_A	CR_07900C_B
CR_07910C_A	CR_07910C_B
CR_07920W_A	CR_07920W_B
CR_07930C_A	CR_07930C_B
CR_07940W_A	CR_07940W_B
CR_07950W_A	CR_07950W_B
CR_07960C_A	CR_07960C_B
CR_07970C_A	CR_07970C_B
CR_07990C_A	CR_07990C_B
CR_08000C_A	CR_08000C_B
CR_08010W_A	CR_08010W_B
CR_08020C_A	CR_08020C_B
CR_08030C_A	CR_08030C_B
CR_08040W_A	CR_08040W_B
CR_08050C_A	CR_08050C_B
CR_08060C_A	CR_08060C_B
CR_08070W_A	CR_08070W_B
CR_08080W_A	CR_08080W_B
CR_08090W_A	CR_08090W_B
CR_08100C_A	CR_08100C_B
CR_08110W_A	CR_08110W_B
CR_08120C_A	CR_08120C_B
CR_08130W_A	CR_08130W_B
CR_08150W_A	CR_08150W_B
CR_08160W_A	CR_08160W_B
CR_08170C_A	CR_08170C_B
CR_08180C_A	CR_08180C_B
CR_08190W_A	CR_08190W_B
CR_08200C_A	CR_08200C_B
CR_08210C_A	CR_08210C_B
CR_08250C_A	CR_08250C_B
CR_08260C_A	CR_08260C_B
CR_08270W_A	CR_08270W_B
CR_08280W_A	CR_08280W_B
CR_08290W_A	CR_08290W_B
CR_08300C_A	CR_08300C_B
CR_08310C_A	CR_08310C_B
CR_08320W_A	CR_08320W_B
CR_08330W_A	CR_08330W_B
CR_08340W_A	CR_08340W_B
CR_08350W_A	CR_08350W_B
CR_08360C_A	CR_08360C_B
CR_08370W_A	CR_08370W_B
CR_08380C_A	CR_08380C_B
CR_08400C_A	CR_08400C_B
CR_08410W_A	CR_08410W_B
CR_08420W_A	CR_08420W_B
CR_08430W_A	CR_08430W_B
CR_08440W_A	CR_08440W_B
CR_08450C_A	CR_08450C_B
CR_08460W_A	CR_08460W_B
CR_08470W_A	CR_08470W_B
CR_08480C_A	CR_08480C_B
CR_08490W_A	CR_08490W_B
CR_08500W_A	CR_08500W_B
CR_08510W_A	CR_08510W_B
CR_08520C_A	CR_08520C_B
CR_08540C_A	CR_08540C_B
CR_08550W_A	CR_08550W_B
CR_08560C_A	CR_08560C_B
CR_08570W_A	CR_08570W_B
CR_08580C_A	CR_08580C_B
CR_08590W_A	CR_08590W_B
CR_08600C_A	CR_08600C_B
CR_08610W_A	CR_08610W_B
CR_08620C_A	CR_08620C_B
CR_08630W_A	CR_08630W_B
CR_08640C_A	CR_08640C_B
CR_08650C_A	CR_08650C_B
CR_08660W_A	CR_08660W_B
CR_08670C_A	CR_08670C_B
CR_08680C_A	CR_08680C_B
CR_08690C_A	CR_08690C_B
CR_08710W_A	CR_08710W_B
CR_08720W_A	CR_08720W_B
CR_08740W_A	CR_08740W_B
CR_08820C_A	CR_08820C_B
CR_08830W_A	CR_08830W_B
CR_08840C_A	CR_08840C_B
CR_08850W_A	CR_08850W_B
CR_08860W_A	CR_08860W_B
CR_08870W_A	CR_08870W_B
CR_08880C_A	CR_08880C_B
CR_08890C_A	CR_08890C_B
CR_08900C_A	CR_08900C_B
CR_08910C_A	CR_08910C_B
CR_08920W_A	CR_08920W_B
CR_08930C_A	CR_08930C_B
CR_08940W_A	CR_08940W_B
CR_08950W_A	CR_08950W_B
CR_08960C_A	CR_08960C_B
CR_08980C_A	CR_08980C_B
CR_08990C_A	CR_08990C_B
CR_09010C_A	CR_09010C_B
CR_09020C_A	CR_09020C_B
CR_09030C_A	CR_09030C_B
CR_09040W_A	CR_09040W_B
CR_09050C_A	CR_09050C_B
CR_09060W_A	CR_09060W_B
CR_09070C_A	CR_09070C_B
CR_09090C_A	CR_09090C_B
CR_09100C_A	CR_09100C_B
CR_09110C_A	CR_09110C_B
CR_09120C_A	CR_09120C_B
CR_09140C_A	CR_09140C_B
CR_09150W_A	CR_09150W_B
CR_09160C_A	CR_09160C_B
CR_09170C_A	CR_09170C_B
CR_09180W_A	CR_09180W_B
CR_09190C_A	CR_09190C_B
CR_09200C_A	CR_09200C_B
CR_09210W_A	CR_09210W_B
CR_09220C_A	CR_09220C_B
CR_09230C_A	CR_09230C_B
CR_09240C_A	CR_09240C_B
CR_09270C_A	CR_09270C_B
CR_09290W_A	CR_09290W_B
CR_09300C_A	CR_09300C_B
CR_09310W_A	CR_09310W_B
CR_09320C_A	CR_09320C_B
CR_09330C_A	CR_09330C_B
CR_09340W_A	CR_09340W_B
CR_09350C_A	CR_09350C_B
CR_09360W_A	CR_09360W_B
CR_09370W_A	CR_09370W_B
CR_09380W_A	CR_09380W_B
CR_09390C_A	CR_09390C_B
CR_09410W_A	CR_09410W_B
CR_09420C_A	CR_09420C_B
CR_09430C_A	CR_09430C_B
CR_09440C_A	CR_09440C_B
CR_09460C_A	CR_09460C_B
CR_09490W_A	CR_09490W_B
CR_09500C_A	CR_09500C_B
CR_09510C_A	CR_09510C_B
CR_09520C_A	CR_09520C_B
CR_09530C_A	CR_09530C_B
CR_09550C_A	CR_09550C_B
CR_09560C_A	CR_09560C_B
CR_09570W_A	CR_09570W_B
CR_09580C_A	CR_09580C_B
CR_09590W_A	CR_09590W_B
CR_09600C_A	CR_09600C_B
CR_09610C_A	CR_09610C_B
CR_09620C_A	CR_09620C_B
CR_09640C_A	CR_09640C_B
CR_09650W_A	CR_09650W_B
CR_09660W_A	CR_09660W_B
CR_09670C_A	CR_09670C_B
CR_09680C_A	CR_09680C_B
CR_09690C_A	CR_09690C_B
CR_09700W_A	CR_09700W_B
CR_09710W_A	CR_09710W_B
CR_09720W_A	CR_09720W_B
CR_09730C_A	CR_09730C_B
CR_09740W_A	CR_09740W_B
CR_09750C_A	CR_09750C_B
CR_09760W_A	CR_09760W_B
CR_09770C_A	CR_09770C_B
CR_09780C_A	CR_09780C_B
CR_09790W_A	CR_09790W_B
CR_09800C_A	CR_09800C_B
CR_09810W_A	CR_09810W_B
CR_09820C_A	CR_09820C_B
CR_09830W_A	CR_09830W_B
CR_09840C_A	CR_09840C_B
CR_09850C_A	CR_09850C_B
CR_09860W_A	CR_09860W_B
CR_09880W_A	CR_09880W_B
CR_09890C_A	CR_09890C_B
CR_09900C_A	CR_09900C_B
CR_09910W_A	CR_09910W_B
CR_09920W_A	CR_09920W_B
CR_09930W_A	CR_09930W_B
CR_09940W_A	CR_09940W_B
CR_09950C_A	CR_09950C_B
CR_09960C_A	CR_09960C_B
CR_09970W_A	CR_09970W_B
CR_09980W_A	CR_09980W_B
CR_09990W_A	CR_09990W_B
CR_10000C_A	CR_10000C_B
CR_10010C_A	CR_10010C_B
CR_10020C_A	CR_10020C_B
CR_10030W_A	CR_10030W_B
CR_10040W_A	CR_10040W_B
CR_10060W_A	CR_10060W_B
CR_10070C_A	CR_10070C_B
CR_10100C_A	CR_10100C_B
CR_10110W_A	CR_10110W_B
CR_10120C_A	CR_10120C_B
CR_10130W_A	CR_10130W_B
CR_10140W_A	CR_10140W_B
CR_10160W_A	CR_10160W_B
CR_10170C_A	CR_10170C_B
CR_10190C_A	CR_10190C_B
CR_10200W_A	CR_10200W_B
CR_10210W_A	CR_10210W_B
CR_10230W_A	CR_10230W_B
CR_10250C_A	CR_10250C_B
CR_10260W_A	CR_10260W_B
CR_10270C_A	CR_10270C_B
CR_10280W_A	CR_10280W_B
CR_10290C_A	CR_10290C_B
CR_10300W_A	CR_10300W_B
CR_10310W_A	CR_10310W_B
CR_10320W_A	CR_10320W_B
CR_10330W_A	CR_10330W_B
CR_10340W_A	CR_10340W_B
CR_10350C_A	CR_10350C_B
CR_10360C_A	CR_10360C_B
CR_10370W_A	CR_10370W_B
CR_10380C_A	CR_10380C_B
CR_10390W_A	CR_10390W_B
CR_10400W_A	CR_10400W_B
CR_10410C_A	CR_10410C_B
CR_10420W_A	CR_10420W_B
CR_10430C_A	CR_10430C_B
CR_10440W_A	CR_10440W_B
CR_10450C_A	CR_10450C_B
CR_10470C_A	CR_10470C_B
CR_10480W_A	CR_10480W_B
CR_10490W_A	CR_10490W_B
CR_10500C_A	CR_10500C_B
CR_10510W_A	CR_10510W_B
CR_10520C_A	CR_10520C_B
CR_10530W_A	CR_10530W_B
CR_10540C_A	CR_10540C_B
CR_10570C_A	CR_10570C_B
CR_10580W_A	CR_10580W_B
CR_10590W_A	CR_10590W_B
CR_10600C_A	CR_10600C_B
CR_10610C_A	CR_10610C_B
CR_10620C_A	CR_10620C_B
CR_10630W_A	CR_10630W_B
CR_10640W_A	CR_10640W_B
CR_10650W_A	CR_10650W_B
CR_10660W_A	CR_10660W_B
CR_10670W_A	CR_10670W_B
CR_10680W_A	CR_10680W_B
CR_10690W_A	CR_10690W_B
CR_10700W_A	CR_10700W_B
CR_10710C_A	CR_10710C_B
CR_10720W_A	CR_10720W_B
CR_10730C_A	CR_10730C_B
CR_10740W_A	CR_10740W_B
CR_10750C_A	CR_10750C_B
CR_10760C_A	CR_10760C_B
CR_10770W_A	CR_10770W_B
CR_10780C_A	CR_10780C_B
CR_10790W_A	CR_10790W_B
CR_10800C_A	CR_10800C_B
CR_10810C_A	CR_10810C_B
CR_10820W_A	CR_10820W_B
CR_10830C_A	CR_10830C_B
CR_10840C_A	CR_10840C_B
CR_10850C_A	CR_10850C_B
AT1G01050.TAIR10	AT4G01480.TAIR10
AT1G01100.TAIR10	AT5G47700.TAIR10	AT4G00810.TAIR10
AT1G01210.TAIR10	AT4G07950.TAIR10
AT1G01350.TAIR10	AT5G06420.TAIR10
AT1G01620.TAIR10	AT2G45960.TAIR10	AT4G23400.TAIR10	AT4G00430.TAIR10	AT3G61430.TAIR10
AT1G02000.TAIR10	AT4G00110.TAIR10
AT1G02500.TAIR10	AT4G01850.TAIR10
AT1G02520.TAIR10	AT1G02530.TAIR10
AT1G02620.TAIR10	AT4G02080.TAIR10	AT1G56330.TAIR10	AT3G62560.TAIR10
AT1G02780.TAIR10	AT4G02230.TAIR10
AT1G02920.TAIR10	AT1G02930.TAIR10
AT1G03130.TAIR10	AT4G02770.TAIR10
AT1G03200.TAIR10	AT1G03240.TAIR10
AT1G03495.TAIR10	AT1G03940.TAIR10
AT1G04220.TAIR10	AT5G43760.TAIR10
AT1G04270.TAIR10	AT5G43640.TAIR10	AT5G09510.TAIR10	AT5G09500.TAIR10
AT1G04410.TAIR10	AT5G43330.TAIR10
AT1G04480.TAIR10	AT2G33370.TAIR10	AT3G04400.TAIR10
AT1G04630.TAIR10	AT2G33220.TAIR10
AT1G04750.TAIR10	AT2G33120.TAIR10
AT1G04810.TAIR10	AT2G32730.TAIR10
AT1G04820.TAIR10	AT5G19770.TAIR10	AT1G50010.TAIR10	AT4G14960.TAIR10	AT5G19780.TAIR10	AT1G64740.TAIR10
AT1G04940.TAIR10	AT1G04945.TAIR10
AT1G05090.TAIR10	AT4G20720.TAIR10
AT1G05240.TAIR10	AT1G05250.TAIR10
AT1G05570.TAIR10	AT2G31960.TAIR10
AT1G06020.TAIR10	AT1G06030.TAIR10	AT1G50390.TAIR10
AT1G06090.TAIR10	AT1G06120.TAIR10
AT1G06220.TAIR10	AT5G25230.TAIR10
AT1G06290.TAIR10	AT3G06690.TAIR10
AT1G06390.TAIR10	AT2G30980.TAIR10
AT1G06430.TAIR10	AT2G30950.TAIR10
AT1G06515.TAIR10	AT2G30942.TAIR10
AT1G06700.TAIR10	AT2G30740.TAIR10
AT1G06890.TAIR10	AT2G30460.TAIR10
AT1G07070.TAIR10	AT1G74270.TAIR10	AT3G55750.TAIR10	AT1G41880.TAIR10
AT1G07170.TAIR10	AT2G30000.TAIR10
AT1G07370.TAIR10	AT2G29570.TAIR10
AT1G07400.TAIR10	AT1G59860.TAIR10
AT1G07470.TAIR10	AT1G07480.TAIR10
AT1G07600.TAIR10	AT1G07610.TAIR10
AT1G07660.TAIR10	AT2G28740.TAIR10	AT5G59690.TAIR10	AT5G59970.TAIR10	AT3G53730.TAIR10	AT3G45930.TAIR10	AT1G07820.TAIR10	AT3G46320.TAIR10
AT1G07670.TAIR10	AT1G07810.TAIR10
AT1G07770.TAIR10	AT3G46040.TAIR10	AT5G59850.TAIR10
AT1G07780.TAIR10	AT5G05590.TAIR10
AT1G07790.TAIR10	AT5G59910.TAIR10	AT3G46030.TAIR10	AT2G37470.TAIR10	AT3G45980.TAIR10	AT5G22880.TAIR10	AT2G28720.TAIR10	AT5G02570.TAIR10	AT3G53650.TAIR10	AT3G09480.TAIR10
AT1G07860.TAIR10	AT1G07870.TAIR10
AT1G08090.TAIR10	AT1G08100.TAIR10
AT1G08200.TAIR10	AT2G27860.TAIR10
AT1G08360.TAIR10	AT5G22440.TAIR10	AT2G27530.TAIR10
AT1G08420.TAIR10	AT2G27210.TAIR10
AT1G08730.TAIR10	AT1G54560.TAIR10
AT1G08880.TAIR10	AT1G54690.TAIR10	AT4G27230.TAIR10	AT5G54640.TAIR10	AT3G20670.TAIR10	AT1G51060.TAIR10
AT1G09100.TAIR10	AT3G05530.TAIR10
AT1G09157.TAIR10	AT5G39650.TAIR10
AT1G09200.TAIR10	AT5G10390.TAIR10	AT5G10400.TAIR10	AT5G10980.TAIR10	AT5G65350.TAIR10	AT4G40030.TAIR10	AT3G27360.TAIR10	AT4G40040.TAIR10	AT5G65360.TAIR10	AT1G75600.TAIR10	AT1G13370.TAIR10
AT1G09590.TAIR10	AT1G57660.TAIR10	AT1G09690.TAIR10	AT1G57860.TAIR10
AT1G09995.TAIR10	AT1G79890.TAIR10
AT1G10210.TAIR10	AT1G59580.TAIR10
AT1G10250.TAIR10	AT1G10450.TAIR10
AT1G10290.TAIR10	AT1G59610.TAIR10
AT1G10430.TAIR10	AT1G59830.TAIR10	AT1G69960.TAIR10
AT1G10630.TAIR10	AT1G70490.TAIR10	AT1G23490.TAIR10	AT3G62290.TAIR10	AT5G14670.TAIR10	AT2G47170.TAIR10
AT1G10670.TAIR10	AT1G60810.TAIR10
AT1G11590.TAIR10	AT3G27980.TAIR10
AT1G11593.TAIR10	AT4G03945.TAIR10
AT1G12040.TAIR10	AT2G24980.TAIR10	AT5G06630.TAIR10	AT3G54590.TAIR10	AT4G08410.TAIR10	AT1G23720.TAIR10	AT3G54580.TAIR10	AT1G26240.TAIR10	AT1G26250.TAIR10	AT3G28550.TAIR10	AT4G08400.TAIR10	AT5G06640.TAIR10	AT4G08380.TAIR10	AT5G35190.TAIR10	AT4G13390.TAIR10	AT4G08370.TAIR10
AT1G12310.TAIR10	AT1G62820.TAIR10
AT1G12340.TAIR10	AT1G12390.TAIR10
AT1G12900.TAIR10	AT3G26650.TAIR10
AT1G12920.TAIR10	AT3G26618.TAIR10	AT5G47880.TAIR10
AT1G13060.TAIR10	AT3G26340.TAIR10
AT1G13320.TAIR10	AT3G25800.TAIR10
AT1G13440.TAIR10	AT3G04120.TAIR10
AT1G14185.TAIR10	AT1G14190.TAIR10
AT1G14320.TAIR10	AT1G26910.TAIR10	AT1G66580.TAIR10
AT1G14400.TAIR10	AT2G02760.TAIR10
AT1G14450.TAIR10	AT2G02510.TAIR10
AT1G14530.TAIR10	AT2G02180.TAIR10
AT1G14670.TAIR10	AT2G01970.TAIR10
AT1G15250.TAIR10	AT1G52300.TAIR10	AT3G16080.TAIR10
AT1G15270.TAIR10	AT3G16040.TAIR10
AT1G15500.TAIR10	AT1G80300.TAIR10
AT1G15750.TAIR10	AT1G80490.TAIR10
AT1G15960.TAIR10	AT1G80830.TAIR10
AT1G15990.TAIR10	AT1G19780.TAIR10
AT1G16010.TAIR10	AT1G80900.TAIR10
AT1G16340.TAIR10	AT1G79500.TAIR10
AT1G16470.TAIR10	AT1G79210.TAIR10
AT1G16700.TAIR10	AT1G79010.TAIR10
AT1G16780.TAIR10	AT1G78920.TAIR10
AT1G16890.TAIR10	AT1G78870.TAIR10
AT1G17280.TAIR10	AT5G50430.TAIR10
AT1G17470.TAIR10	AT1G72660.TAIR10
AT1G17730.TAIR10	AT1G73030.TAIR10
AT1G17880.TAIR10	AT1G73230.TAIR10
AT1G17990.TAIR10	AT1G18020.TAIR10
AT1G18000.TAIR10	AT1G18010.TAIR10
AT1G18320.TAIR10	AT3G10110.TAIR10
AT1G18330.TAIR10	AT3G10113.TAIR10
AT1G18500.TAIR10	AT1G74040.TAIR10
AT1G19080.TAIR10	AT3G55490.TAIR10
AT1G19260.TAIR10	AT3G29765.TAIR10	AT3G29763.TAIR10	AT4G09660.TAIR10
AT1G19450.TAIR10	AT1G75220.TAIR10
AT1G19550.TAIR10	AT1G19570.TAIR10
AT1G19750.TAIR10	AT1G27840.TAIR10
AT1G19910.TAIR10	AT4G38920.TAIR10	AT4G34720.TAIR10	AT2G16510.TAIR10	AT1G75630.TAIR10
AT1G20010.TAIR10	AT2G29550.TAIR10	AT5G12250.TAIR10	AT1G75780.TAIR10	AT5G62700.TAIR10	AT5G23860.TAIR10	AT4G20890.TAIR10	AT5G44340.TAIR10	AT5G62690.TAIR10
AT1G20090.TAIR10	AT1G75840.TAIR10
AT1G20200.TAIR10	AT1G75990.TAIR10
AT1G20260.TAIR10	AT4G38510.TAIR10	AT1G76030.TAIR10
AT1G20280.TAIR10	AT1G61200.TAIR10
AT1G20460.TAIR10	AT1G76185.TAIR10
AT1G20590.TAIR10	AT1G20610.TAIR10
AT1G20720.TAIR10	AT2G05635.TAIR10
AT1G20900.TAIR10	AT4G36230.TAIR10	AT1G75550.TAIR10	AT1G62240.TAIR10	AT1G59910.TAIR10	AT1G27390.TAIR10	AT4G29240.TAIR10	AT3G06130.TAIR10	AT3G50870.TAIR10	AT4G34480.TAIR10	AT5G19090.TAIR10	AT3G23450.TAIR10	AT2G38650.TAIR10	AT3G16350.TAIR10	AT4G14301.TAIR10	AT4G16240.TAIR10	AT3G20470.TAIR10
AT1G21100.TAIR10	AT1G21120.TAIR10	AT1G21110.TAIR10	AT1G21130.TAIR10
AT1G21240.TAIR10	AT1G21245.TAIR10
AT1G21310.TAIR10	AT1G76930.TAIR10
AT1G21320.TAIR10	AT1G21326.TAIR10
AT1G21650.TAIR10	AT1G21651.TAIR10
AT1G21720.TAIR10	AT1G77440.TAIR10
AT1G21864.TAIR10	AT1G21866.TAIR10
AT1G21870.TAIR10	AT1G77610.TAIR10
AT1G21925.TAIR10	AT1G21928.TAIR10
AT1G21930.TAIR10	AT3G42150.TAIR10
AT1G22780.TAIR10	AT1G34030.TAIR10	AT4G09800.TAIR10
AT1G23190.TAIR10	AT1G70730.TAIR10
AT1G23290.TAIR10	AT1G70600.TAIR10
AT1G23310.TAIR10	AT1G70580.TAIR10
AT1G23465.TAIR10	AT1G29960.TAIR10
AT1G24240.TAIR10	AT4G11630.TAIR10	AT5G11750.TAIR10
AT1G24280.TAIR10	AT5G13110.TAIR10
AT1G24380.TAIR10	AT4G10230.TAIR10	AT2G13760.TAIR10
AT1G24764.TAIR10	AT1G68060.TAIR10
AT1G24793.TAIR10	AT1G25145.TAIR10	AT1G25054.TAIR10	AT1G24880.TAIR10	AT1G25210.TAIR10
AT1G24800.TAIR10	AT1G25055.TAIR10	AT1G25211.TAIR10	AT1G24881.TAIR10	AT1G25150.TAIR10
AT1G24807.TAIR10	AT1G25083.TAIR10	AT1G25220.TAIR10	AT1G24909.TAIR10	AT5G57890.TAIR10	AT1G25155.TAIR10
AT1G24822.TAIR10	AT1G24996.TAIR10	AT1G25097.TAIR10
AT1G24851.TAIR10	AT1G25112.TAIR10	AT1G25025.TAIR10	AT1G25180.TAIR10
AT1G25520.TAIR10	AT1G68650.TAIR10
AT1G26740.TAIR10	AT1G69485.TAIR10
AT1G26880.TAIR10	AT1G69620.TAIR10
